NAME,COUNTRY,DAY,MONTH,YEAR,ROUTE,NAME OF THE TEAM,LEADER
"MR.SHANGKAR SINGH
CHIROM",INDIA,19,5,2013,,"""",""""
MR.RAJAT,INDIA,20,5,2013,,"""",""""
"MR.BIDYACHAND SINGH
PHAIREMBAM",INDIA,19,5,2013,,"""",""""
MR.SANDEEP RAI,INDIA,20,5,2013,,"""",""""
MR.KARMA DAWA THAKUR,INDIA,20,5,2013,,"""",""""
MR.KHIMI RAM,INDIA,19,5,2013,,"""",""""
"MR.NURBU CHHIRING SHERPA
LAMA",NEPAL,19,5,2013,,"""",""""
PEMBA TSHERING SHERPA,NEPAL,20,5,2013,,"""",""""
MR.PEMBA GELJE SHERPA,NEPAL,19,5,2013,,"""",""""
MR.TENDI WANGYA SHERPA,NEPAL,20,5,2013,,"""",""""
MR.GYALJEN NURU SHERPA,NEPAL,19,5,2013,,"""",""""
MR.DAWA TSERING SHERPA,NEPAL,19,5,2013,,"""",""""
"MR.PEMBA TENZING
SHERPA",NEPAL,19,5,2013,,"""",""""
MR. PEMBA NURU SHERPA,NEPAL,20,5,2013,,“,“
MR.TASHI CHOMBEL SHERPA,NEPAL,20,5,2013,,"""",""""
"MR.PASANG ANGCHUK
SHERPA",NEPAL,20,5,2013,,"""",""""
MR.NGIMA TENJI SHERPA,NEPAL,19,5,2013,,"""",""""
MR.DORJEE SHERPA,NEPAL,19,5,2013,,"""",""""
MR.NGIMA NURU SHERPA,NEPAL,19,5,2013,,"""",""""
MR. SUDARSHAN GAUTAM,CANADA,20,5,2013,,"SNOWY EVEREST
EXPEDITION SOUTH
FACE SPRING 2013","Ms Olga
Jadwiga
Nabialek"
"MR. SHIVA BAHADUR
SAPKOTA",NEPAL,20,5,2013,,"""",""""
MR. PEMBA DORJE SHERPA,NEPAL,20,5,2013,,"""",""""
MR.PHURBA TENJING SHERPA,NEPAL,20,5,2013,,"""",""""
MR.SUMAN SHRESTHA,NEPAL,20,5,2013,,"""",""""
MR.NGIMA DORJEE TAMANG,NEPAL,20,5,2013,,"""",""""
MR.LAKPA NURU SHERPA,NEPAL,20,5,2013,,"""",""""
MR.DORJEE SHERPA,NEPAL,20,5,2013,,"""",""""
MR. TENJI SHERPA,NEPAL,20,5,2013,,"""",""""
"MR. MARK WYNTON
WODWARD",NEW ZEALAND,23,5,2013,,"HIMALAYAN
EXPERIENCE EVEREST
-2013","Mr. Mark
Wynton
Wodward"
MR. QUAN FANG,CHINA,23,5,2013,,"""",""""
MR. BRUCE GRAEME HASLER,NEW ZEALAND,23,5,2013,,"""",""""
"MR. HERBERT DIETHELM
HELLMUTH",GERMANY,23,5,2013,,"""",""""
"MR. JAVIER PEREZ OLAGARAY
NOGAL",MEXICO,23,5,2013,,"""",""""
"MS. ROCHELLE TRACY
RAFFERTY",NEW ZEALAND,23,5,2013,,"""",""""
MR. VOLDEMARS SPRUZS,LATVIA,23,5,2013,,"""",""""
"MR. DAVID SIMON JOHN
TAIT",UK,10,5,2013,,"""",""""
MR. SHINJI TAMURA,JAPAN,23,5,2013,,"""",""""
MS. JING WANG,CHINA,23,5,2013,,"""",""""
MR. WEI WANG,CHINA,23,5,2013,,"""",""""
MR. JIANGANG WU,CHINA,23,5,2013,,"""",""""
MR. LHAKPA NURU SHERPA,NEPAL,10,5,2013,,"""",""""
MR. FURA CHHETEN SHERPA,NEPAL,23,5,2013,,"""",""""
MR. PHURBA TASHI SHERPA,NEPAL,23,5,2013,,"""",""""
MR.RITA DORJEE SHERPA,NEPAL,23,5,2013,,"""",""""
MR. NGIMA TENJING SHERPA,NEPAL,10,5,2013,,"""",""""
"MR. NGAWANG TENJING
SHERPA",NEPAL,10,5,2013,,"""",""""
MR. NGIMA SONA SHERPA,NEPAL,23,5,2013,,"""",""""
MR. GYALJEN DORJI SHERPA,NEPAL,10,5,2013,,"""",""""
MR. SONAM TASHI SHERPA,NEPAL,23,5,2013,,"""",""""
MR. PASANG NGIMA SHERPA,NEPAL,23,5,2013,,“,“
MR. FSONAM FINJO SHERPA,NEPAL,23,5,2013,,"""",""""
"MR. TASHI TSHERING
SHERPA",NEPAL,23,5,2013,,"""",""""
MR. URKEN LUNDUP SHERPA,NEPAL,23,5,2013,,"""",""""
MR. YUICHIRO MIURA,JAPAN,23,5,2013,,"MIURA EVEREST
EXPEDITION 2013","Mr. Yuichiro
Miura"
MR. GOTA MIURA,JAPAN,23,5,2013,,"""",""""
MR. KAZUYA HIRAIDE,JAPAN,23,5,2013,,"""",""""
MR. HIROYUKI KURAOKA,JAPAN,23,5,2013,,"""",""""
MR. NGIMA NURBU SHERPA,NEPAL,23,5,2013,,"""",""""
"MR. PEMBA GYALZEN
SHERPA",NEPAL,23,5,2013,,"""",""""
MR. ONGJE SHERPA,NEPAL,23,5,2013,,"""",""""
MR. BEER KAJEE TAMANG,NEPAL,23,5,2013,,"""",""""
MR. PEMBA NURU SHERPA,NEPAL,23,5,2013,,"""",""""
"MR. CHHIRING WANGCHHU
SHERPA",NEPAL,23,5,2013,,"""",""""
MR. PEMA CHIRI SHERPA,NEPAL,23,5,2013,,"""",""""
"MR. CHRISTOPHERJOHN
KLINKE",USA,23,5,2013,,"R.E. EVEREST
EXPEDITION 2013","Mr.
ChristopherJohn
Klinke"
MR. ERIC FREDRICK MEYER,USA,23,5,2013,,"""",""""
"MR. CLAES TORBJORN
HALLSTROM",SWEDEN,23,5,2013,,"""",""""
MR. BRAD ALLEN JOHNSON,USA,23,5,2013,,"""",""""
"MR. PIOTR MAREK
CIESZEWSKI",POLAND,23,5,2013,,"""",""""
MR. MARTIN RIMBAWAN,INDONESIA,23,5,2013,,"""",""""
MR. FAJRI AL LUTHFI,INDONESIA,23,5,2013,,"""",""""
"MR. LHAKPA TSHERING
SHERPA",NEPAL,23,5,2013,,"""",""""
MR.DAMAI CHHIRI SHERPA,NEPAL,23,5,2013,,"""",""""
MR.FURTEMBA SHERPA,NEPAL,23,5,2013,,"""",""""
MR.MINGMA CHHIRI SHERPA,NEPAL,23,5,2013,,"""",""""
"MR.SHYAM BAHADUR
TAMANG",NEPAL,23,5,2013,,"""",""""
MR.TASHI SHERPA,NEPAL,23,5,2013,,"""",""""
"MR.NGIMA KANCHHA
SHERPA",NEPAL,23,5,2013,,"""",""""
MR.ANGDU SHERPA,NEPAL,23,5,2013,,"""",""""
MR. DAMIAN BENEGAS,USA,23,5,2013,,"BBE/HAD/RMI
EVEREST EXPEDITION
SPRING 2013","Mr. Damian
Benegas"
MR. DAVID ALLEN HAHN,USA,23,5,2013,,"""",""""
MR. SETH GRIFFITH WATERFALL,USA,23,5,2013,,"""",""""
MR. RORY MAXWELL STARK,USA,23,5,2013,,“,“
MR. JEFFERSON DOS REIS,BRAZIL,23,5,2013,,"""",""""
MR. ANG GELJEN SHERPA,NEPAL,23,5,2013,,"""",""""
"MR. LHAKPA GYALJEN
SHERPA",NEPAL,23,5,2013,,"""",""""
"MR. CHHERING DORJEE
SHERPA",NEPAL,23,5,2013,,"""",""""
MR. KAJI SHERPA,NEPAL,23,5,2013,,"""",""""
"MR. GARRETT CHRISTIAN
MADISON",USA,18,5,2013,,"AAI-EVEREST
EXPEDITION-2013","Mr. Garrett
Christian
Madison"
"MR. BENJAMIN MASON
JONES",USA,18,5,2013,,"""",""""
MR. BRIEN RICHARD SHEEDY,USA,18,5,2013,,"""",""""
"MR. MICHAEL WINSTON
GRIGSBY",USA,18,5,2013,,"""",""""
MR. DANIEL SCOTT DERUE,USA,18,5,2013,,"""",""""
"MR. EDWIN SPOTTSWOOD
BAILEY",USA,18,5,2013,,"""",""""
MS. MALGORZATA BORCHARDT,USA,18,5,2013,,"""",""""
"MR. JOSE BERNARDO
GONZALEZ",AUSTRALIA,18,5,2013,,"""",""""
MR. JOHN NEAL LOWRY,CANADA,18,5,2013,,"""",""""
"MR. MICHAEL ADRIAAN
WESSELS",NETHERLANDS,18,5,2013,,"""",""""
"MR. MARTIN ALEXANDER
GRIEDER",SWITZERLAND,18,5,2013,,"""",""""
"MS. MOHARRAK RAHA
HASSAN Y",SAUDI ARABIA,18,5,2013,,"""",""""
MR. LAKPA RITA SHERPA,NEPAL,18,5,2013,,"""",""""
MR. KARMA SARKE SHERPA,NEPAL,18,5,2013,,"""",""""
MR. PASANG TSHERI SHERPA,NEPAL,18,5,2013,,"""",""""
MR. ANG PASANG SHERPA,NEPAL,18,5,2013,,"""",""""
"MR. NINGMA TSHERING
SHERPA",NEPAL,18,5,2013,,"""",""""
"MR. MINGMA DORJEE
SHERPA",NEPAL,18,5,2013,,"""",""""
MR. LAKPA SONAM SHERPA,NEPAL,18,5,2013,,"""",""""
MR. PASANG TENDI SHERPA,NEPAL,18,5,2013,,"""",""""
MINGMA TENZING SHERPA,NEPAL,18,5,2013,,"""",""""
"MR. PEMBA TENZING
SHERPA",NEPAL,18,5,2013,,"""",""""
MR. JAMES MICHAEL HORST,USA,22,5,2013,,"SNT-EVEREST
EXPEDITION-2013","Mr. James
Michael Horst"
MR. VERNON EDWARD TEJAS,USA,22,5,2013,,"""",""""
MR. RAED ZIDAN,USA,22,5,2013,,"""",""""
MR.ELIA SAIKALY,CANADA,22,5,2013,,"""",""""
MR.MATTHEW KALAFCHI,CANADA,22,5,2013,,"""",""""
MR. SHEIKH M. ABDULLA MOHDAL THANI,UAE,0,0,0,,“,“
MRS.MELISSA SUE ARNOT,USA,22,5,2013,,"""",""""
MR.ADRIAN JOHN BALLINGER,UK,18,5,2013,,"""",""""
MR.SERGEY BARANOV,USA,18,5,2013,,"""",""""
"MR. DORJI SONAM GYALJEN
SHERPA",NEPAL,18,5,2013,,"""",""""
MR. PASANG RINJI SHERPA,NEPAL,18,5,2013,,"""",""""
"MR.TENZING GYALJEN
SHERPA",NEPAL,18,5,2013,,"""",""""
MR.KARMA GYALJEN SHERPA,NEPAL,18,5,2013,,"""",""""
MR.DAWA NURU SHERPA,NEPAL,18,5,2013,,"""",""""
MR.ANG NORBU SHERPA,NEPAL,18,5,2013,,"""",""""
"MR.TSHERING DORJEE
SHERPA",NEPAL,22,5,2013,,"""",""""
MR.KAMI RITA SHERPA,NEPAL,22,5,2013,,"""",""""
MR.PHUR TEMBA SHERPA,NEPAL,22,5,2013,,"""",""""
MR.ANG PEMBA SHERPA,NEPAL,22,5,2013,,"""",""""
MR.LHAKPA NURU SHERPA,NEPAL,22,5,2013,,"""",""""
"MR.NAWANG JANGBU
SHERPA",NEPAL,22,5,2013,,"""",""""
MR.FUR KANCHA SHERPA,NEPAL,22,5,2013,,"""",""""
MR.PASANG KAZI SHERPA,NEPAL,22,5,2013,,"""",""""
MR.KAMI RITA SHERPA,NEPAL,10,5,2013,,"""",""""
MR.FUR KANCHA SHERPA,NEPAL,10,5,2013,,"""",""""
MR. MARTIN WALTER SCHMIDT,NEW ZEALAND,19,5,2013,,"PEAK FREAK EVEREST
2013","Mr. Martin
Walter Schmidt"
MR.MURAD LALA,INDIA,19,5,2013,,"""",""""
"MR.KEVIN JOHN
FAREBROTHER",AUSTRALIA,19,5,2013,,"""",""""
"MR.PATRICK MARTIN LEWIS
MCKIBBIN",UK,19,5,2013,,"""",""""
MS.LEE DEN HOND,SOUTH AFRICA,19,5,2013,,"""",""""
MR.SEAN PAUL MOONEY,CANADA,19,5,2013,,"""",""""
MR.FUR TEMBA SHERPA,NEPAL,19,5,2013,,"""",""""
MR.PALDEN NAMGE SHERPA,NEPAL,19,5,2013,,"""",""""
MR.TASHI THUNDU SHERPA,NEPAL,19,5,2013,,"""",""""
"MRCHHIRING NAMGAL
SHERPA",NEPAL,19,5,2013,,"""",""""
MR.SANGE PHURU SHERPA,NEPAL,19,5,2013,,"""",""""
MR.MINGMAR SHERPA,NEPAL,19,5,2013,,"""",""""
MR.CHHONG KARMA SHERPA,NEPAL,19,5,2013,,"""",""""
MR.AARON FISHER MAINER,USA,20,5,2013,,"2013IMG EVEREST
EXPEDITION III","Mr.Aaron Fisher
Mainer"
"MR.MAXIMILIEN PETER
BUNCE",USA,20,5,2013,,"""",""""
MR. ANDREW MICHAEL ACKLES,USA,20,5,2013,,“,“
MR.DAVID JON MAURO,USA,20,5,2013,,"""",""""
MR.TY WILSON HARDT,USA,20,5,2013,,"""",""""
MR.DANIEL GARY MEYER,USA,21,5,2013,,"""",""""
MR.ROBERT MORRIS MARSHALL,USA,20,5,2013,,"""",""""
"MR.MARSHALL WAYNE
KLITZKE",USA,20,5,2013,,"""",""""
MR.KYLE EMERSON MARTIN,USA,20,5,2013,,"""",""""
MR.ROGER GRANT SNYDER,USA,20,5,2013,,"""",""""
MR.ANG GYALJEN SHERPA,NEPAL,21,5,2013,,"""",""""
MR.DANURU SHERPA,NEPAL,20,5,2013,,"""",""""
"MR.TENJING GYALJEN
SHERPA",NEPAL,21,5,2013,,"""",""""
MR.NGIMA KARMA SHERPA,NEPAL,20,5,2013,,"""",""""
MR. NURU GAYLZEN SHERPA,NEPAL,21,5,2013,,"""",""""
MR. MINGMA SONA SHERPA,NEPAL,20,5,2013,,"""",""""
MR. DAWA TENZING SHERPA,NEPAL,20,5,2013,,"""",""""
MR. LHAKPA BHOTE,NEPAL,20,5,2013,,"""",""""
MR.NIMA THUNDU SHERPA,NEPAL,20,5,2013,,"""",""""
"MR. PETER NOVAK
ANDERSON",USA,21,5,2013,,"2013 IMG EVEREST
EXPEDITION II","Mr. Peter Novak
Anderson"
MR. JOHN RYAN BEEDE,USA,21,5,2013,,"""",""""
MR. JAMES DOUGLAS INGRAM,USA,21,5,2013,,"""",""""
"MR.DWIGHT GAITHEL
RODGERS JR",USA,20,5,2013,,"""",""""
"MR. CHRISTIAN GERHARD
KONOW",GERMANY,20,5,2013,,"""",""""
MR. KNUT HEGGLAND,NORWAY,18,5,2013,,"""",""""
MR. PAUL NIEL,AUSTRIA,18,5,2013,,"""",""""
MR. PASANG KAMI SHERPA,NEPAL,10,5,2013,,"""",""""
MR. PASNG SHERPA,NEPAL,18,5,2013,,"""",""""
MR. PHINJO SHERPA,NEPAL,12,5,2013,,"""",""""
MR.KARMA RITA SHERPA,NEPAL,20,5,2013,,"""",""""
MR. PHINJO SHERPA,NEPAL,20,5,2013,,"""",""""
"MR.MINGMA CHHIRING
SHERPA",NEPAL,20,5,2013,,"""",""""
MR. SONAM DORJEE SHERPA,NEPAL,18,5,2013,,"""",""""
MR. JUSTIN REESE MERLE,USA,21,5,2013,,"2013 IMG EVEREST
EXPEDITION I","Mr. Justin
Reese Merle"
"MR.MICHAEL JAMES
HASENSTAB",USA,18,5,2013,,"""",""""
MR.MICHAEL AARON HAMILL,USA,18,5,2013,,"""",""""
MR.THUNANG LHOMI,NEPAL,18,5,2013,,"""",""""
MR.CHHEDAR SHERPA,NEPAL,18,5,2013,,"""",""""
MR.TSETEN DORJEE SHERPA,NEPAL,10,5,2013,,"""",""""
MR. PEMBA SHERPA,NEPAL,18,5,2013,,"""",""""
MR. TASHI TSHIRI SHERPA,NEPAL,18,5,2013,,"""",""""
MR. PHINJO DORJEE SHERPA,NEPAL,20,5,2013,,"""",""""
MR. PASANG SONA SHERPA,NEPAL,20,5,2013,,"""",""""
MR. PEMBA NURU SHERPA,NEPAL,21,5,2013,,"""",""""
MR.BHUSHAN UDAY HARSHE,INDIA,17,5,2013,,"GIRIPREMI'S LHOTSE
EVEREST 2013","Mr.Umesh
Mallikarjun Zirpe"
MR.ANAND SHIVLING MALI,INDIA,17,5,2013,,"""",""""
MR.GANESH KRISHNA MORE,INDIA,17,5,2013,,"""",""""
MR.TODD LOGAN PENDLETON,USA,17,5,2013,,"""",""""
MR.STEVEN WHITTINGTON,CANADA,17,5,2013,,"""",""""
"MRS.KARINA RAGAZZO
OLIANI",BRAZIL,17,5,2013,,"""",""""
MR.KAME SHERPA,NEPAL,17,5,2013,,"""",""""
MR.PEMBA SHERPA,NEPAL,17,5,2013,,"""",""""
MR.DAKIPA SHERPA,NEPAL,17,5,2013,,"""",""""
MR.DAWA GYALJEN SHERPA,NEPAL,17,5,2013,,"""",""""
MR.DANURU SHERPA,NEPAL,17,5,2013,,"""",""""
MR.NURPU BHOTE LAMA,NEPAL,17,5,2013,,"""",""""
"MR. TSHERING TASHI
SHERPA",NEPAL,17,5,2013,,"""",""""
MR. SATYABRATA DAM,INDIA,21,5,2013,,"SEVEN SUMMIT INT'L
EVEREST EXPEDITION
2013 SPRING","Mr. Satyabrata
Dam"
MS. NUNGSHI MALIK,INDIA,19,5,2013,,"""",""""
MS. TASHI MALIK,INDIA,19,5,2013,,"""",""""
"MS.MARIA DO CEU DA
CONCEICAO",PORTUGAL,21,5,2013,,"""",""""
MS.SAMINA BAIG,PAKISTAN,19,5,2013,,"""",""""
"MR. PETER JOSEPH O
CONNELL",IRELAND,0,0,0,,"""",""""
MR.JIT BAHADUR KARKI,NEPAL,19,5,2013,,"""",""""
MR.LAKPA NURBU SHERPA,NEPAL,19,5,2013,,"""",""""
MR.PEMBA NUPU BHOTE,NEPAL,19,5,2013,,"""",""""
MR. CHHIJI NURBU SHERPA,NEPAL,19,5,2013,,"""",""""
MR.PEMBA SHERPA,NEPAL,21,5,2013,,"""",""""
MR.MINGMA DORCHI SHERPA,NEPAL,19,5,2013,,"""",""""
MR. MINGMA TENJI SHERPA,NEPAL,19,5,2013,,"""",""""
MR. LAKPA SHERPA,NEPAL,19,5,2013,,"""",""""
MR. PEMBA CHOMI SHERPA,NEPAL,19,5,2013,,"""",""""
MR. PASANG GALGEN SHERPA,NEPAL,19,5,2013,,“,“
MR. NGIMA DORJEE SHERPA,NEPAL,21,5,2013,,"""",""""
"MR. MINGMA THINDUK
SHERPA",NEPAL,19,5,2013,,"""",""""
"MR. DAVID WILLIAM
HAMILTON",UK,19,5,2013,,"JAGGED GLOBE
EVEREST EXPEDITION
2013","Mr. David
William Hamilton"
"MR. MATTHEW ROBERT
PARKES",UK,19,5,2013,,"""",""""
"MR. JOHN MICHAEL P.
MOORHOUSE",UK,19,5,2013,,"""",""""
"MR. JAMES ALBERT
W.A.WELLS",UK,19,5,2013,,"""",""""
"MR. DANIEL THOMAS
HUGHES",UK,19,5,2013,,"""",""""
"MR. JONATHAN GUY
MANNING",UK,20,5,2013,,"""",""""
"MR. GAVIN RUSSELL C.
MUNNOCH",UK,20,5,2013,,"""",""""
MR. ANDREW COLIN MAY,IRELAND,19,5,2013,,"""",""""
MR. NACER IBNABDELJALIL,MOROCCO,20,5,2013,,"""",""""
MR.TROND EILERTSEN,NORWAY,19,5,2013,,"""",""""
MR. CHRISTIAN EIDE,NORWAY,19,5,2013,,"""",""""
"MR. DEAN CHRISTOPHER
CARRIERE",CANADA,19,5,2013,,"""",""""
"MR. PASANG TENZING
SHERPA",NEPAL,19,5,2013,,"""",""""
MR. WANGDI SHERPA,NEPAL,19,5,2013,,"""",""""
"MR. TSHIRING PEMBA
SHERPA",NEPAL,19,5,2013,,"""",""""
MR.THUNDU SHERPA,NEPAL,19,5,2013,,"""",""""
MR. KILI SHERPA,NEPAL,19,5,2013,,"""",""""
MR. DAWA GYALJE SHERPA,NEPAL,20,5,2013,,"""",""""
MR. TASHI SHERPA,NEPAL,20,5,2013,,"""",""""
"MR. PEMBA CHHONGBI
SHERPA",NEPAL,19,5,2013,,"""",""""
MR. JANGBU SHERPA,NEPAL,19,5,2013,,"""",""""
"MR. PEMA CHHIRING
SHERPA",NEPAL,19,5,2013,,"""",""""
"MR. PASANG KARMA
SHERPA",NEPAL,20,5,2013,,"""",""""
MR. DAWA TASHI SHERPA,NEPAL,19,5,2013,,"""",""""
MS. WANG JING,CHINA,23,5,2014,,"HIMALAYAN
EXPERIENCE EVEREST II
2014","Mr.Mark Wynton
Woodward"
MR. PASANG DAWA SHERPA,NEPAL,23,5,2014,,"""",""""
MR. DAWA GYALJEN SHERPA,NEPAL,23,5,2014,,"""",""""
MR. LAKPA NURU SHERPA,NEPAL,23,5,2014,,"""",""""
MR. RITEN JANGBU SHERPA,NEPAL,23,5,2014,,"""",""""
MR. LHAKPA GELJEN SHERPA,NEPAL,23,5,2014,,"""",""""
MR. JUSTIN REESE MERLE,USA,21,5,2016,,"2016 IMG EVEREST
EXPEDITION I","Mr. Justin
Reese Merle"
MR. ENRICO CAMBINI,ITALY,23,5,2016,,"""",""""
MS. EMILY EVELYN JOHNSTON,USA,21,5,2016,,“,“
MR. FRASER LEITH MCKENZIE,AUSTRALIA,21,5,2016,,"""",""""
"MR. SIVA RAM VENKATA
HOTA",USA,21,5,2016,,"""",""""
MS. KIMBERLY CARYN HESS,USA,21,5,2016,,"""",""""
MR. PAUL STUART POTTINGER,USA,21,5,2016,,"""",""""
MR. BARTON LYNN WILLIAMS,USA,23,5,2016,,"""",""""
"MR. DARREN VINCENT
ROGERS",USA,23,5,2016,,"""",""""
"MS. LESLIE GULLAHORN
OLSON",USA,21,5,2016,,"""",""""
"MR. CHRISTIAN GEB. MULLER
ZOU",GERMANY,23,5,2016,,"""",""""
"MR. CHHEWANG LENDU
SHERPA",NEPAL,23,5,2016,,"""",""""
MR. ANG KARMA SHERPA,NEPAL,21,5,2016,,"""",""""
MR. PASANG KAMI SHERPA,NEPAL,21,5,2016,,"""",""""
MR. MINGMA SHERPA,NEPAL,21,5,2016,,"""",""""
"MR. PEMBA GYALZEN
SHERPA",NEPAL,21,5,2016,,"""",""""
MR. PALDEN SHERPA,NEPAL,21,5,2016,,"""",""""
"MR. PEMBA GYALTSEN
SHERPA",NEPAL,21,5,2016,,"""",""""
MR. FURA GYALZEN SHERPA,NEPAL,21,5,2016,,"""",""""
"MR. NAMGEL DORJEE
TAMANG",NEPAL,23,5,2016,,"""",""""
MR. PHURA JANGBU SHERPA,NEPAL,21,5,2016,,"""",""""
MR. PASANG KAMI SHERPA,NEPAL,23,5,2016,,"""",""""
MR. MINGMA SONA SHERPA,NEPAL,23,5,2016,,"""",""""
MR. STEVEN MICHAEL HESS,USA,21,5,2016,,"2016 IMG EVEREST
EXPEDITION II","Mr. Jonathan
Flyod Schrock"
"MR. CRISTIANO PINHEIRO
MULLER",BRAZIL,21,5,2016,,"""",""""
MR. RAMIN A BEHMAND,USA,21,5,2016,,"""",""""
MR. PHINJO DORJEE SHERPA,NEPAL,21,5,2016,,"""",""""
MR. RITA GELJEN SHERPA,NEPAL,21,5,2016,,"""",""""
MR. KANCHHA NURU SHERPA,NEPAL,23,5,2016,,"""",""""
"MR. KARMA GYALZEN
SHERPA",NEPAL,23,5,2016,,"""",""""
MR. LAKPA SHERPA,NEPAL,21,5,2016,,"""",""""
MR. CRAIG ALAN BARLOW,USA,23,5,2016,,"""",""""
"MR. JOSHUA TYLER MC
DOWELL",USA,21,5,2016,,"2016 IMG EVEREST
EXPEDITION III","Mr. Joshua Tyler
Mc Dowell"
MR. ALAN JACOB KELLER,CANADA,23,5,2016,,"""",""""
MS. MARIN MINAMIYA,JAPAN,23,5,2016,,"""",""""
"MS. WEERAHENNEDIGE
JAYANTHI KURU-UTUMPALA",SRI LANKA,21,5,2016,,"""",""""
MR. MICHAEL AARON HAMILL,USA,21,5,2016,,"""",""""
MR. ANG PEMBA SHERPA,NEPAL,21,5,2016,,“,“
MR. LHAKPA NURU SHERPA,NEPAL,21,5,2016,,"""",""""
MR. NGIMA DORJEE SHERPA,NEPAL,21,5,2016,,"""",""""
MR. PHUTASHI SHERPA,NEPAL,23,5,2016,,"""",""""
"MR. PASANG NGIMA
SHERPA",NEPAL,23,5,2016,,"""",""""
MR. ILA NURU SHERPA,NEPAL,23,5,2016,,"""",""""
"MR. PEMBA TSHERING
SHERPA",NEPAL,23,5,2016,,"""",""""
MR. PHURA TEMBA SHERPA,NEPAL,21,5,2016,,"""",""""
MR. DAWA TENZING SHERPA,NEPAL,21,5,2016,,"""",""""
MR. ANG PEMBA SHERPA,NEPAL,23,5,2016,,"""",""""
MR. JOHN DOYLE,UK,19,5,2016,,"ARMED FORCE
EVEREST EXPEDITION
UAE",Mr. John Doyle
"MR. MOAATH ALI AHMED
BASHIR ALNAQBI",UAE,19,5,2016,,"""",""""
"MR. GHANIM SAEED JUMA
MUBARAK ALDURS",UAE,19,5,2016,,"""",""""
"MR. AHMED ALI SAIF AL
YATEEM ALMAZROUEI",UAE,19,5,2016,,"""",""""
"MR. TARIQ AHMED ALI
AHMED ALZAROONI",UAE,19,5,2016,,"""",""""
"MR. MOHAMED SULAIMAN
MOHAMED SULAIMAN
ALDHUHOORI",UAE,19,5,2016,,"""",""""
"MR. THEYAB KHALIFA
HAMDAN",UAE,19,5,2016,,"""",""""
"MR. NASSER HUSSAIN
AHMAD AHMADYAN
ALBLOOSHI",UAE,19,5,2016,,"""",""""
MR. PASANG DAWA SHERPA,NEPAL,19,5,2016,,"""",""""
"MR. CHHONGBA NURBU
SHERPA",NEPAL,19,5,2016,,"""",""""
MR. JANGBU SHERPA,NEPAL,19,5,2016,,"""",""""
MR. PEMA SHERPA,NEPAL,19,5,2016,,"""",""""
MR. DAWA CHHIRI SHERPA,NEPAL,19,5,2016,,"""",""""
MR. KAMI GELJEN SHERPA,NEPAL,19,5,2016,,"""",""""
MR. LAKPA RINJI SHERPA,NEPAL,19,5,2016,,"""",""""
MR. MINGMA DENDI SHERPA,NEPAL,19,5,2016,,"""",""""
MR. GAURAV KARKI,INDIA,21,5,2016,,"NCC GIRLS (INDIA)
EVEREST EXPEDITION -
2016 A","Mr. Gaurav
Karki"
MS. DEEPIKA RATHORE,INDIA,21,5,2016,,"""",""""
MR. BISHNU BAHADUR RANA,INDIA,22,5,2016,,"""",""""
"MR. RAMESH BAHADUR
THAPA MAGAR",INDIA,21,5,2016,,"""",""""
MS. DOLYNE KHARBHIH,INDIA,22,5,2016,,"""",""""
MS. SULAXCHANA TAMANG,INDIA,21,5,2016,,"""",""""
MS. STANZIN LASKIT,INDIA,22,5,2016,,“,“
MS. TSERING ANGMO,INDIA,22,5,2016,,"""",""""
MS. TASHI LASKIT,INDIA,21,5,2016,,"""",""""
MS. RIGZEN DOLKER,INDIA,21,5,2016,,"""",""""
MS. POOJA MEHRA,INDIA,21,5,2016,,"""",""""
MR. BALKAR SINGH,INDIA,21,5,2016,,"""",""""
"MR. MINGMA DORJEE
SHERPA",NEPAL,21,5,2016,,"""",""""
MR. ANG GOMBU SHERPA,NEPAL,21,5,2016,,"""",""""
"MR. SONAM CHHIRING
SHERPA",NEPAL,22,5,2016,,"""",""""
MR. MINGMA CHHIRI SHERPA,NEPAL,22,5,2016,,"""",""""
MR. MINGMA CHHIRI SHERPA,NEPAL,11,5,2016,,"""",""""
MR. ANG DORJEE SHERPA,NEPAL,21,5,2016,,"""",""""
"MR. DAVID WILLIAM
HAMILTON",UK,13,5,2016,,"JAGGED GLOBE
EVEREST EXPEDITION
2016","Mr. David
William Hamilton"
MR. NICHOLAS TALBOT,UK,13,5,2016,,"""",""""
"MR. STEPHEN PAUL
WATERMAN",UK,13,5,2016,,"""",""""
MS. MARY TERESA SCANNELL,UK,13,5,2016,,"""",""""
MR. TAMTING SAHERPA,NEPAL,13,5,2016,,"""",""""
MR. ANGRINGI SHERPA,NEPAL,13,5,2016,,"""",""""
"MR. CHHIMI LHENDUK
GURUNG",NEPAL,13,5,2016,,"""",""""
MR. NIMA GYALZEN SHERPA,NEPAL,13,5,2016,,"""",""""
MR. PEM CHIRI SHERPA,NEPAL,13,5,2016,,"""",""""
MR. RICHARD GRANT HUNTER,NEW ZEALAND,13,5,2016,,"HIMALAYAN
EXPERIENCE EVEREST-
2016","Mr. Richard
Grant Hunter"
MR. ANDREAS FRIEDRICH,GERMANY,13,5,2016,,"""",""""
MRS. TRACEE LEE METCALFE,USA,13,5,2016,,"""",""""
MR. JACOB WILLEM OTTINK,NETHERLANDS,13,5,2016,,"""",""""
